latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
36.351,-89.698,317.9,2.6,1.5,2019-10-03,1945,Aqua,MODIS,56,6.0NRT,298.6,24,D
36.366,-89.871,320,2.5,1.5,2019-10-03,1945,Aqua,MODIS,71,6.0NRT,298.4,32.1,D
36.358,-89.875,326.5,2.5,1.5,2019-10-03,1945,Aqua,MODIS,79,6.0NRT,298,58.2,D
36.503,-89.697,320.5,2.6,1.5,2019-10-03,1945,Aqua,MODIS,61,6.0NRT,298.4,28.5,D
36.424,-90.786,327.6,2.2,1.4,2019-10-03,1945,Aqua,MODIS,80,6.0NRT,297.2,54.6,D
36.422,-90.81,318.1,2.2,1.4,2019-10-03,1945,Aqua,MODIS,53,6.0NRT,296.9,24.4,D
36.517,-89.699,323.6,2.6,1.5,2019-10-03,1945,Aqua,MODIS,75,6.0NRT,299.3,42.3,D
36.515,-89.727,327.5,2.6,1.5,2019-10-03,1945,Aqua,MODIS,80,6.0NRT,299,58,D
36.483,-90.359,320.3,2.3,1.5,2019-10-03,1945,Aqua,MODIS,63,6.0NRT,297.7,28.8,D
36.481,-90.385,319.3,2.3,1.5,2019-10-03,1945,Aqua,MODIS,24,6.0NRT,296.4,25.3,D
36.456,-90.715,320.3,2.2,1.4,2019-10-03,1945,Aqua,MODIS,71,6.0NRT,298.2,28.1,D
36.552,-90.631,337.8,2.3,1.5,2019-10-03,1945,Aqua,MODIS,88,6.0NRT,298.6,103.5,D
36.412,-94.61,311.1,1.3,1.1,2019-10-03,1945,Aqua,MODIS,62,6.0NRT,295.5,8.5,D
36.768,-91.909,319,1.9,1.3,2019-10-03,1945,Aqua,MODIS,72,6.0NRT,297.4,23.9,D
36.76,-91.913,316.2,1.9,1.3,2019-10-03,1945,Aqua,MODIS,68,6.0NRT,297.4,17.7,D
36.953,-89.685,319.4,2.6,1.6,2019-10-03,1945,Aqua,MODIS,71,6.0NRT,296.8,33.9,D
36.806,-94.256,310.3,1.4,1.2,2019-10-03,1945,Aqua,MODIS,54,6.0NRT,293,10.6,D
36.804,-94.247,307.1,1.4,1.2,2019-10-03,1945,Aqua,MODIS,43,6.0NRT,292.1,6.9,D
38.649,-101.871,311.3,1.1,1.1,2019-10-03,1945,Aqua,MODIS,39,6.0NRT,296.4,5.6,D
38.647,-101.883,314.3,1.1,1.1,2019-10-03,1945,Aqua,MODIS,61,6.0NRT,298.3,8.2,D
38.414,-106.016,340.1,1.8,1.3,2019-10-03,1945,Aqua,MODIS,91,6.0NRT,296.9,94.7,D
38.425,-106.02,350.3,1.8,1.3,2019-10-03,1945,Aqua,MODIS,96,6.0NRT,293.7,139.3,D
38.421,-106.042,326.9,1.8,1.3,2019-10-03,1945,Aqua,MODIS,80,6.0NRT,294.8,46.6,D
38.42,-106.023,368.5,1.8,1.3,2019-10-03,1945,Aqua,MODIS,100,6.0NRT,297.7,256.1,D
38.436,-106.005,326.9,1.8,1.3,2019-10-03,1945,Aqua,MODIS,81,6.0NRT,292.3,53.5,D
40.591,-99.866,304.7,1,1,2019-10-03,1945,Aqua,MODIS,52,6.0NRT,293.1,4.6,D
42.681,-111.586,308.1,2.9,1.6,2019-10-03,1945,Aqua,MODIS,50,6.0NRT,289.3,40.3,D
42.672,-111.62,301.8,2.9,1.6,2019-10-03,1945,Aqua,MODIS,0,6.0NRT,288.1,22,D
36.359,-112.289,324.7,3.6,1.8,2019-10-03,2120,Aqua,MODIS,72,6.0NRT,293.8,130.1,D
34.564,-111.194,320.2,4.1,1.9,2019-10-03,2120,Aqua,MODIS,57,6.0NRT,294.2,116.7,D
38.018,-121.154,310.9,1.1,1.1,2019-10-03,2120,Aqua,MODIS,52,6.0NRT,300.6,5.5,D
37.423,-121.359,320.6,1.1,1,2019-10-03,2120,Aqua,MODIS,73,6.0NRT,306.8,11.4,D
36.59,-118.757,326.3,1.4,1.2,2019-10-03,2120,Aqua,MODIS,64,6.0NRT,291.2,36.8,D
36.579,-118.755,317.2,1.4,1.2,2019-10-03,2120,Aqua,MODIS,52,6.0NRT,290.1,22.6,D
36.582,-118.764,319.3,1.4,1.2,2019-10-03,2120,Aqua,MODIS,63,6.0NRT,291,26,D
36.367,-112.366,355.7,3.5,1.8,2019-10-03,2120,Aqua,MODIS,97,6.0NRT,305.1,431.7,D
36.368,-112.333,407.9,3.6,1.8,2019-10-03,2120,Aqua,MODIS,100,6.0NRT,306.7,1882.3,D
36.37,-112.298,333,3.6,1.8,2019-10-03,2120,Aqua,MODIS,83,6.0NRT,293.4,193.4,D
36.352,-112.334,339.7,3.6,1.8,2019-10-03,2120,Aqua,MODIS,88,6.0NRT,296.4,243.5,D
36.372,-112.359,358.8,3.5,1.8,2019-10-03,2120,Aqua,MODIS,99,6.0NRT,303.3,476.4,D
34.56,-111.188,319.7,4.1,1.9,2019-10-03,2120,Aqua,MODIS,55,6.0NRT,294.5,112.8,D
36.373,-112.326,375.7,3.6,1.8,2019-10-03,2120,Aqua,MODIS,100,6.0NRT,298.7,829.3,D
36.356,-112.36,360.8,3.5,1.8,2019-10-03,2120,Aqua,MODIS,100,6.0NRT,303.3,510.9,D
36.357,-112.327,376.6,3.6,1.8,2019-10-03,2120,Aqua,MODIS,100,6.0NRT,300.3,855.4,D
43.959,-118.458,335.8,1.8,1.3,2019-10-03,2125,Aqua,MODIS,0,6.0NRT,286,80.8,D
38.712,-120.163,341.3,1.3,1.1,2019-10-03,2125,Aqua,MODIS,91,6.0NRT,290.9,64.6,D
38.713,-120.154,326.2,1.3,1.1,2019-10-03,2125,Aqua,MODIS,79,6.0NRT,290.6,34.2,D
38.711,-120.168,327.9,1.3,1.1,2019-10-03,2125,Aqua,MODIS,81,6.0NRT,290.1,36.7,D
39.091,-121.654,327.2,1.1,1,2019-10-03,2125,Aqua,MODIS,83,6.0NRT,302,21.3,D
39.185,-122.253,324.1,1.1,1,2019-10-03,2125,Aqua,MODIS,81,6.0NRT,303.3,16.7,D
39.288,-121.536,323.1,1.1,1.1,2019-10-03,2125,Aqua,MODIS,75,6.0NRT,298.8,18.6,D
39.214,-122.227,316.7,1.1,1,2019-10-03,2125,Aqua,MODIS,74,6.0NRT,303.4,10.3,D
39.292,-122.13,317.6,1.1,1,2019-10-03,2125,Aqua,MODIS,57,6.0NRT,301.4,10.7,D
39.29,-122.142,315.2,1.1,1,2019-10-03,2125,Aqua,MODIS,72,6.0NRT,300.7,8.7,D
39.355,-121.83,316.1,1.1,1,2019-10-03,2125,Aqua,MODIS,71,6.0NRT,299.7,10,D
39.45,-122.035,337,1.1,1,2019-10-03,2125,Aqua,MODIS,90,6.0NRT,302.7,36.8,D
39.448,-122.048,352.2,1.1,1,2019-10-03,2125,Aqua,MODIS,97,6.0NRT,303.9,68.6,D
39.445,-122.225,319.6,1.1,1,2019-10-03,2125,Aqua,MODIS,73,6.0NRT,298.4,13.4,D
39.443,-122.237,313.2,1.1,1,2019-10-03,2125,Aqua,MODIS,71,6.0NRT,302.6,7.2,D
39.491,-121.929,335,1.1,1,2019-10-03,2125,Aqua,MODIS,89,6.0NRT,301.6,34.4,D
39.73,-121.919,311.7,1.1,1,2019-10-03,2125,Aqua,MODIS,55,6.0NRT,299.1,6.4,D
39.716,-122.11,310.1,1.1,1,2019-10-03,2125,Aqua,MODIS,68,6.0NRT,299.6,4.7,D
39.713,-122.288,316.7,1.1,1,2019-10-03,2125,Aqua,MODIS,62,6.0NRT,304,8,D
42.301,-120.162,363.6,1.4,1.2,2019-10-03,2125,Aqua,MODIS,94,6.0NRT,280,159.1,D
42.299,-120.178,327.6,1.4,1.2,2019-10-03,2125,Aqua,MODIS,0,6.0NRT,278.9,43.4,D
42.311,-120.163,303,1.4,1.2,2019-10-03,2125,Aqua,MODIS,37,6.0NRT,274.8,9.5,D
43.953,-118.452,349.1,1.8,1.3,2019-10-03,2125,Aqua,MODIS,83,6.0NRT,290.6,140,D
43.96,-118.437,329.2,1.8,1.3,2019-10-03,2125,Aqua,MODIS,0,6.0NRT,285.2,58,D
43.798,-122.393,314.2,1.2,1.1,2019-10-03,2125,Aqua,MODIS,74,6.0NRT,278.4,18.7,D
46.672,-120.327,317.9,1.6,1.2,2019-10-03,2125,Aqua,MODIS,78,6.0NRT,297.3,22.3,D
27.267,-80.823,303.2,1.1,1,2019-10-04,0325,Terra,MODIS,54,6.0NRT,292.5,5.9,N
27.265,-80.834,310.3,1.1,1,2019-10-04,0325,Terra,MODIS,80,6.0NRT,292.5,10.9,N
37.299,-82.947,304.2,1,1,2019-10-04,0330,Terra,MODIS,59,6.0NRT,292.5,5.2,N
31.317,-84.592,306.5,1.4,1.2,2019-10-04,0330,Terra,MODIS,67,6.0NRT,294.2,8.7,N
36.635,-87.509,302.4,1.6,1.3,2019-10-04,0330,Terra,MODIS,48,6.0NRT,291.9,7.4,N
39.482,-84.385,302.8,1.1,1,2019-10-04,0330,Terra,MODIS,52,6.0NRT,289.8,5.6,N
37.711,-81.844,306.8,1,1,2019-10-04,0330,Terra,MODIS,69,6.0NRT,294.4,6.6,N
37.713,-81.833,314.9,1,1,2019-10-04,0330,Terra,MODIS,90,6.0NRT,295,12.3,N
31.923,-81.717,312.3,1,1,2019-10-04,0330,Terra,MODIS,84,6.0NRT,294.6,10.3,N
31.921,-81.728,307.7,1,1,2019-10-04,0330,Terra,MODIS,71,6.0NRT,294.5,7,N
33.01,-79.888,310.5,1,1,2019-10-04,0330,Terra,MODIS,80,6.0NRT,295.7,7.9,N
35.158,-80.535,304.6,1,1,2019-10-04,0330,Terra,MODIS,61,6.0NRT,292.4,6.1,N
37.231,-82.037,308.6,1,1,2019-10-04,0330,Terra,MODIS,75,6.0NRT,292.5,8.3,N
37.297,-82.959,303.5,1,1,2019-10-04,0330,Terra,MODIS,55,6.0NRT,293.3,4.8,N
30.903,-102.895,301.1,1.1,1,2019-10-04,0505,Terra,MODIS,38,6.0NRT,288.5,5.2,N
36.376,-112.313,306.4,1.7,1.3,2019-10-04,0510,Terra,MODIS,43,6.0NRT,285.3,19.6,N
34.57,-111.216,303,1.6,1.2,2019-10-04,0510,Terra,MODIS,53,6.0NRT,283.9,15.6,N
39.548,-107.956,303.5,1,1,2019-10-04,0510,Terra,MODIS,56,6.0NRT,278.3,9.6,N
39.55,-107.945,306.7,1,1,2019-10-04,0510,Terra,MODIS,69,6.0NRT,279,11.4,N
38.44,-106.024,316.4,1,1,2019-10-04,0510,Terra,MODIS,93,6.0NRT,280.4,18,N
38.441,-106.013,303.2,1,1,2019-10-04,0510,Terra,MODIS,29,6.0NRT,278.4,8.1,N
36.37,-112.339,308.2,1.7,1.3,2019-10-04,0510,Terra,MODIS,30,6.0NRT,286.7,20.2,N
36.374,-112.319,309.7,1.7,1.3,2019-10-04,0510,Terra,MODIS,29,6.0NRT,286.4,23.1,N
36.372,-112.333,310.9,1.7,1.3,2019-10-04,0510,Terra,MODIS,81,6.0NRT,287.1,26.2,N
36.369,-112.291,300.5,1.7,1.3,2019-10-04,0510,Terra,MODIS,21,6.0NRT,282.3,13.7,N
38.695,-90.131,309.5,1.3,1.1,2019-10-04,0745,Aqua,MODIS,77,6.0NRT,284.9,16.3,N
39.815,-84.126,311.6,1,1,2019-10-04,0745,Aqua,MODIS,83,6.0NRT,284.3,14.2,N
30.946,-88.011,309.5,1,1,2019-10-04,0745,Aqua,MODIS,77,6.0NRT,293.9,8.1,N
33.442,-88.566,311.2,1,1,2019-10-04,0745,Aqua,MODIS,82,6.0NRT,294,9.1,N
33.708,-84.373,317.6,1.2,1.1,2019-10-04,0745,Aqua,MODIS,95,6.0NRT,294.6,19.4,N
34.638,-87.079,304.2,1,1,2019-10-04,0745,Aqua,MODIS,59,6.0NRT,286,5.9,N
35.58,-88.927,301.6,1.1,1,2019-10-04,0745,Aqua,MODIS,43,6.0NRT,290.3,4.9,N
42.686,-111.595,317.9,1.1,1,2019-10-04,0920,Aqua,MODIS,96,6.0NRT,269.3,23.5,N
42.685,-111.583,325,1.1,1,2019-10-04,0920,Aqua,MODIS,100,6.0NRT,269.8,31.2,N
36.375,-112.315,303.1,1,1,2019-10-04,0925,Aqua,MODIS,13,6.0NRT,284.2,7.6,N
33.423,-110.859,316.7,1,1,2019-10-04,0925,Aqua,MODIS,94,6.0NRT,287.8,17.5,N
37.018,-118.392,317.1,1.9,1.4,2019-10-04,0925,Aqua,MODIS,94,6.0NRT,275,53.8,N
36.371,-112.282,304.5,1,1,2019-10-04,0925,Aqua,MODIS,61,6.0NRT,282.6,9.5,N
35.179,-76.817,320.9,1.9,1.3,2019-10-04,1530,Terra,MODIS,42,6.0NRT,303.1,25.1,D
35.191,-76.816,321.8,1.9,1.3,2019-10-04,1530,Terra,MODIS,56,6.0NRT,303.2,27.8,D
35.184,-76.81,325.3,1.9,1.3,2019-10-04,1530,Terra,MODIS,71,6.0NRT,303,36.3,D
28.728,-81.998,314.1,3.5,1.8,2019-10-04,1535,Terra,MODIS,35,6.0NRT,296.6,33.3,D
33.636,-83.228,319.1,4.2,1.9,2019-10-04,1710,Terra,MODIS,66,6.0NRT,297.4,83.8,D
33.633,-83.237,320.8,4.2,1.9,2019-10-04,1710,Terra,MODIS,67,6.0NRT,297.4,98.8,D
35.134,-90.255,335.3,1.4,1.2,2019-10-04,1710,Terra,MODIS,88,6.0NRT,297.1,47.8,D
35.131,-90.24,331,1.4,1.2,2019-10-04,1710,Terra,MODIS,85,6.0NRT,297.9,38.4,D
35.124,-90.491,316.3,1.4,1.2,2019-10-04,1710,Terra,MODIS,71,6.0NRT,297.8,11.4,D
35.105,-90.486,316.7,1.4,1.2,2019-10-04,1710,Terra,MODIS,71,6.0NRT,298.3,11.3,D
35.243,-91.489,322.1,1.2,1.1,2019-10-04,1710,Terra,MODIS,78,6.0NRT,290.9,25.4,D
35.032,-91.004,310.7,1.3,1.1,2019-10-04,1710,Terra,MODIS,60,6.0NRT,293,7.7,D
34.94,-90.507,353.1,1.4,1.2,2019-10-04,1710,Terra,MODIS,84,6.0NRT,297.5,97.5,D
34.782,-91.28,310.6,1.3,1.1,2019-10-04,1710,Terra,MODIS,31,6.0NRT,293.3,8,D
34.779,-91.266,316.9,1.3,1.1,2019-10-04,1710,Terra,MODIS,71,6.0NRT,293.8,14.9,D
34.497,-90.687,345.3,1.4,1.2,2019-10-04,1710,Terra,MODIS,93,6.0NRT,298.1,70.2,D
34.501,-90.693,333.2,1.4,1.2,2019-10-04,1710,Terra,MODIS,86,6.0NRT,297.4,38.7,D
34.499,-90.678,326.1,1.4,1.2,2019-10-04,1710,Terra,MODIS,80,6.0NRT,298.3,23.7,D
34.666,-92.026,322.8,1.2,1.1,2019-10-04,1710,Terra,MODIS,78,6.0NRT,294.5,17.2,D
34.656,-92.028,347.8,1.2,1.1,2019-10-04,1710,Terra,MODIS,94,6.0NRT,296.4,63.3,D
34.526,-92.06,313.5,1.2,1.1,2019-10-04,1710,Terra,MODIS,63,6.0NRT,294.5,6.7,D
34.523,-92.047,315.6,1.2,1.1,2019-10-04,1710,Terra,MODIS,68,6.0NRT,295.1,9.2,D
35.376,-98.091,313.4,1.2,1.1,2019-10-04,1710,Terra,MODIS,40,6.0NRT,292.2,10.1,D
34.276,-90.945,328.8,1.3,1.1,2019-10-04,1710,Terra,MODIS,82,6.0NRT,286.6,30.7,D
34.274,-90.931,317,1.3,1.1,2019-10-04,1710,Terra,MODIS,60,6.0NRT,288.8,11.3,D
34.672,-97.652,315,1.1,1.1,2019-10-04,1710,Terra,MODIS,67,6.0NRT,294.9,9.2,D
33.121,-88.392,316.9,2,1.4,2019-10-04,1710,Terra,MODIS,65,6.0NRT,298.7,16.3,D
33.115,-88.378,315.7,2,1.4,2019-10-04,1710,Terra,MODIS,56,6.0NRT,298.1,14.9,D
33.772,-94.677,324,1,1,2019-10-04,1710,Terra,MODIS,81,6.0NRT,292.2,19.1,D
33.869,-96.498,318.5,1,1,2019-10-04,1710,Terra,MODIS,71,6.0NRT,295.9,10.7,D
32.227,-93.964,312.1,1.1,1,2019-10-04,1710,Terra,MODIS,57,6.0NRT,297.3,6.2,D
30.97,-91.849,326,1.4,1.2,2019-10-04,1710,Terra,MODIS,73,6.0NRT,303.9,17.6,D
31.009,-92.307,372.5,1.3,1.1,2019-10-04,1710,Terra,MODIS,100,6.0NRT,305.4,167.1,D
31.007,-92.293,343.2,1.3,1.1,2019-10-04,1710,Terra,MODIS,92,6.0NRT,302.2,57.2,D
31.141,-94.46,311.1,1,1,2019-10-04,1710,Terra,MODIS,47,6.0NRT,297.9,6.1,D
30.46,-91.329,318.9,1.5,1.2,2019-10-04,1710,Terra,MODIS,31,6.0NRT,305,16.1,D
30.694,-93.593,321,1.1,1.1,2019-10-04,1710,Terra,MODIS,73,6.0NRT,298.2,16.1,D
30.692,-93.582,340,1.1,1.1,2019-10-04,1710,Terra,MODIS,90,6.0NRT,299.6,46.1,D
30.647,-94.91,316.5,1,1,2019-10-04,1710,Terra,MODIS,63,6.0NRT,299.2,8.5,D
30.646,-94.899,318.4,1,1,2019-10-04,1710,Terra,MODIS,67,6.0NRT,299.8,10,D
30.536,-94.731,316.6,1,1,2019-10-04,1710,Terra,MODIS,64,6.0NRT,297.6,9.5,D
30.534,-94.72,316.4,1,1,2019-10-04,1710,Terra,MODIS,64,6.0NRT,297.8,9.3,D
30.095,-92.091,317.8,1.4,1.2,2019-10-04,1710,Terra,MODIS,68,6.0NRT,301,10.8,D
30.261,-93.286,317.2,1.2,1.1,2019-10-04,1710,Terra,MODIS,31,6.0NRT,300.7,7.6,D
30.473,-95.218,330.8,1,1,2019-10-04,1710,Terra,MODIS,82,6.0NRT,298.8,24.2,D
30.471,-95.208,322.3,1,1,2019-10-04,1710,Terra,MODIS,73,6.0NRT,298.6,13.9,D
29.851,-91.615,324.9,1.5,1.2,2019-10-04,1710,Terra,MODIS,78,6.0NRT,292.3,28.7,D
29.848,-91.6,330.1,1.5,1.2,2019-10-04,1710,Terra,MODIS,83,6.0NRT,297.8,40.9,D
30.679,-99.141,338.4,1.2,1.1,2019-10-04,1710,Terra,MODIS,88,6.0NRT,305.2,37.1,D
30.678,-99.129,321.5,1.2,1.1,2019-10-04,1710,Terra,MODIS,60,6.0NRT,303.7,8.7,D
28.991,-95.314,332,1,1,2019-10-04,1710,Terra,MODIS,83,6.0NRT,273,33.3,D
28.716,-97.568,323.5,1,1,2019-10-04,1710,Terra,MODIS,51,6.0NRT,301.3,11.4,D
27.44,-98.115,323.8,1,1,2019-10-04,1710,Terra,MODIS,76,6.0NRT,295.5,15.2,D
41.633,-87.143,306.9,1.5,1.2,2019-10-04,1710,Terra,MODIS,47,6.0NRT,290.4,13.6,D
39.22,-90.344,307.4,1.2,1.1,2019-10-04,1710,Terra,MODIS,63,6.0NRT,293.6,7.5,D
39.217,-90.33,307.3,1.2,1.1,2019-10-04,1710,Terra,MODIS,63,6.0NRT,292.2,7.2,D
38.443,-87.787,319.7,1.6,1.3,2019-10-04,1710,Terra,MODIS,77,6.0NRT,296.3,27.8,D
38.439,-87.769,308.1,1.7,1.3,2019-10-04,1710,Terra,MODIS,55,6.0NRT,294.9,8.9,D
38.882,-91.572,303.4,1.1,1,2019-10-04,1710,Terra,MODIS,53,6.0NRT,288.5,5.1,D
38.028,-91.097,305.5,1.1,1.1,2019-10-04,1710,Terra,MODIS,62,6.0NRT,289.2,7.9,D
37.027,-89.402,314.2,1.4,1.2,2019-10-04,1710,Terra,MODIS,66,6.0NRT,297.9,13.5,D
37.024,-89.387,333.6,1.4,1.2,2019-10-04,1710,Terra,MODIS,87,6.0NRT,298.1,48.8,D
37.042,-89.771,352.1,1.4,1.2,2019-10-04,1710,Terra,MODIS,97,6.0NRT,298.9,97.2,D
37.039,-89.756,317.9,1.4,1.2,2019-10-04,1710,Terra,MODIS,75,6.0NRT,297.9,16.2,D
37.031,-89.774,373.9,1.4,1.2,2019-10-04,1710,Terra,MODIS,100,6.0NRT,300.7,196.4,D
37.029,-89.759,342.8,1.4,1.2,2019-10-04,1710,Terra,MODIS,92,6.0NRT,299.4,66.8,D
37.036,-89.778,357.8,1.4,1.2,2019-10-04,1710,Terra,MODIS,99,6.0NRT,299.6,118.3,D
37.033,-89.763,364.8,1.4,1.2,2019-10-04,1710,Terra,MODIS,100,6.0NRT,302.1,149.4,D
36.767,-90.244,315.7,1.3,1.1,2019-10-04,1710,Terra,MODIS,72,6.0NRT,296.2,13.3,D
36.765,-90.23,333.5,1.3,1.1,2019-10-04,1710,Terra,MODIS,87,6.0NRT,298.1,42.7,D
36.84,-91.815,328.6,1.1,1.1,2019-10-04,1710,Terra,MODIS,84,6.0NRT,295,26.7,D
36.836,-91.822,319.9,1.1,1.1,2019-10-04,1710,Terra,MODIS,77,6.0NRT,295.9,17.5,D
36.834,-91.81,314.5,1.1,1.1,2019-10-04,1710,Terra,MODIS,71,6.0NRT,294.7,11.8,D
36.308,-89.726,317.1,1.4,1.2,2019-10-04,1710,Terra,MODIS,72,6.0NRT,300,14.2,D
36.4,-90.387,318.4,1.3,1.1,2019-10-04,1710,Terra,MODIS,64,6.0NRT,297.9,16.1,D
36.392,-90.395,326.2,1.3,1.1,2019-10-04,1710,Terra,MODIS,77,6.0NRT,298.1,28.2,D
36.37,-90.505,341.3,1.3,1.1,2019-10-04,1710,Terra,MODIS,91,6.0NRT,299.3,55.1,D
36.363,-90.522,322.5,1.3,1.1,2019-10-04,1710,Terra,MODIS,50,6.0NRT,297.2,20,D
36.403,-90.801,317.7,1.3,1.1,2019-10-04,1710,Terra,MODIS,51,6.0NRT,298.9,13.3,D
36.4,-90.788,319.8,1.3,1.1,2019-10-04,1710,Terra,MODIS,71,6.0NRT,298.8,15.9,D
36.391,-90.79,316.1,1.3,1.1,2019-10-04,1710,Terra,MODIS,25,6.0NRT,298.2,10.8,D
36.328,-90.502,319.7,1.3,1.1,2019-10-04,1710,Terra,MODIS,47,6.0NRT,297.5,15.5,D
36.325,-90.488,317.7,1.3,1.1,2019-10-04,1710,Terra,MODIS,63,6.0NRT,298,13.5,D
36.327,-90.494,327,1.3,1.1,2019-10-04,1710,Terra,MODIS,73,6.0NRT,298.6,27.4,D
36.181,-90.376,319.3,1.3,1.1,2019-10-04,1710,Terra,MODIS,75,6.0NRT,296.9,18.3,D
36.178,-90.361,323.7,1.3,1.1,2019-10-04,1710,Terra,MODIS,80,6.0NRT,296.4,24.7,D
36.245,-90.785,316.8,1.3,1.1,2019-10-04,1710,Terra,MODIS,64,6.0NRT,296.5,14.5,D
36.237,-90.744,316.4,1.3,1.1,2019-10-04,1710,Terra,MODIS,72,6.0NRT,298,12.2,D
36.235,-90.73,315.2,1.3,1.1,2019-10-04,1710,Terra,MODIS,70,6.0NRT,297.7,11.1,D
36.183,-90.672,310.7,1.3,1.1,2019-10-04,1710,Terra,MODIS,22,6.0NRT,295.8,4.9,D
36.18,-90.658,311.1,1.3,1.1,2019-10-04,1710,Terra,MODIS,26,6.0NRT,295.9,5.8,D
36.195,-90.798,352.6,1.3,1.1,2019-10-04,1710,Terra,MODIS,97,6.0NRT,300.6,86.1,D
36.193,-90.785,346.1,1.3,1.1,2019-10-04,1710,Terra,MODIS,94,6.0NRT,300.1,67.1,D
36.196,-90.805,314.5,1.3,1.1,2019-10-04,1710,Terra,MODIS,56,6.0NRT,298.4,8.5,D
36.194,-90.791,355.9,1.3,1.1,2019-10-04,1710,Terra,MODIS,98,6.0NRT,302,97.5,D
36.172,-90.667,312.8,1.3,1.1,2019-10-04,1710,Terra,MODIS,29,6.0NRT,296.7,7.7,D
36.184,-90.794,316.7,1.3,1.1,2019-10-04,1710,Terra,MODIS,72,6.0NRT,297.7,11.4,D
35.978,-89.78,343.8,1.4,1.2,2019-10-04,1710,Terra,MODIS,93,6.0NRT,301.2,73.3,D
35.975,-89.765,351.6,1.4,1.2,2019-10-04,1710,Terra,MODIS,96,6.0NRT,300.9,100.7,D
36.125,-90.694,316.6,1.3,1.1,2019-10-04,1710,Terra,MODIS,64,6.0NRT,297.3,12,D
36.115,-90.697,332.7,1.3,1.1,2019-10-04,1710,Terra,MODIS,86,6.0NRT,295.6,38.2,D
36.112,-90.683,324.3,1.3,1.1,2019-10-04,1710,Terra,MODIS,80,6.0NRT,295.7,23.3,D
36.127,-90.823,314.6,1.3,1.1,2019-10-04,1710,Terra,MODIS,69,6.0NRT,298.4,9.5,D
36.125,-90.81,313.6,1.3,1.1,2019-10-04,1710,Terra,MODIS,67,6.0NRT,296.6,8.7,D
35.964,-90.779,311.2,1.3,1.1,2019-10-04,1710,Terra,MODIS,57,6.0NRT,295.6,9.4,D
35.794,-90.085,323.8,1.4,1.2,2019-10-04,1710,Terra,MODIS,79,6.0NRT,299,21.8,D
35.791,-90.07,347.8,1.4,1.2,2019-10-04,1710,Terra,MODIS,94,6.0NRT,299.9,81.2,D
35.781,-90.073,334.6,1.4,1.2,2019-10-04,1710,Terra,MODIS,87,6.0NRT,298.1,42.8,D
35.786,-90.078,354.6,1.4,1.2,2019-10-04,1710,Terra,MODIS,97,6.0NRT,300.6,105.1,D
35.783,-90.063,320.1,1.4,1.2,2019-10-04,1710,Terra,MODIS,42,6.0NRT,297.9,15.2,D
35.77,-90.05,314.3,1.4,1.2,2019-10-04,1710,Terra,MODIS,50,6.0NRT,298,8.6,D
35.754,-90.023,325.7,1.4,1.2,2019-10-04,1710,Terra,MODIS,81,6.0NRT,300.2,26.6,D
35.838,-90.54,312.9,1.3,1.1,2019-10-04,1710,Terra,MODIS,66,6.0NRT,297.4,8,D
35.664,-90.039,314,1.4,1.2,2019-10-04,1710,Terra,MODIS,67,6.0NRT,299,9,D
36.21,-93.336,308.6,1,1,2019-10-04,1710,Terra,MODIS,63,6.0NRT,292.7,7.1,D
35.751,-90.747,312.4,1.3,1.1,2019-10-04,1710,Terra,MODIS,66,6.0NRT,296.5,8.9,D
35.749,-90.733,310,1.3,1.1,2019-10-04,1710,Terra,MODIS,59,6.0NRT,296.1,6.8,D
35.643,-90.605,318,1.3,1.1,2019-10-04,1710,Terra,MODIS,74,6.0NRT,298.2,13.6,D
35.626,-90.685,310.3,1.3,1.1,2019-10-04,1710,Terra,MODIS,61,6.0NRT,293.8,8.8,D
35.623,-90.67,313.8,1.3,1.1,2019-10-04,1710,Terra,MODIS,68,6.0NRT,294.6,12.6,D
35.664,-91.127,310.4,1.2,1.1,2019-10-04,1710,Terra,MODIS,60,6.0NRT,296.3,6.3,D
35.63,-91.051,326.9,1.3,1.1,2019-10-04,1710,Terra,MODIS,62,6.0NRT,297.4,28.9,D
35.5,-90.333,320.9,1.4,1.2,2019-10-04,1710,Terra,MODIS,77,6.0NRT,298.6,19.2,D
35.497,-90.318,330.4,1.4,1.2,2019-10-04,1710,Terra,MODIS,85,6.0NRT,299.2,36.6,D
35.603,-91.134,311.2,1.2,1.1,2019-10-04,1710,Terra,MODIS,38,6.0NRT,295.8,6.8,D
35.54,-90.953,318.6,1.3,1.1,2019-10-04,1710,Terra,MODIS,71,6.0NRT,296.7,15.4,D
35.538,-90.939,310.9,1.3,1.1,2019-10-04,1710,Terra,MODIS,52,6.0NRT,296.2,7.3,D
35.451,-90.459,318.7,1.4,1.2,2019-10-04,1710,Terra,MODIS,74,6.0NRT,298.5,15.6,D
35.448,-90.445,318.1,1.4,1.2,2019-10-04,1710,Terra,MODIS,74,6.0NRT,298.7,14.6,D
35.545,-91.037,341.1,1.3,1.1,2019-10-04,1710,Terra,MODIS,91,6.0NRT,297.7,53.7,D
35.543,-91.023,372.4,1.3,1.1,2019-10-04,1710,Terra,MODIS,100,6.0NRT,300.8,165.1,D
35.535,-91.04,313.7,1.3,1.1,2019-10-04,1710,Terra,MODIS,58,6.0NRT,297.5,8,D
