latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
34.01,-86.113,302.5,4.7,2,2019-10-01,0300,Terra,MODIS,49,6.0NRT,292.1,39.1,N
33.011,-79.885,319.8,2,1.4,2019-10-01,0300,Terra,MODIS,99,6.0NRT,290.9,46.1,N
41.464,-81.681,302.6,1.6,1.3,2019-10-01,0300,Terra,MODIS,50,6.0NRT,292.5,8,N
32.156,-101.937,301.3,1.4,1.2,2019-10-01,0435,Terra,MODIS,40,6.0NRT,290.3,5.8,N
31.937,-103.538,301.1,1.8,1.3,2019-10-01,0435,Terra,MODIS,38,6.0NRT,288.8,9.1,N
31.932,-103.543,301.7,1.8,1.3,2019-10-01,0435,Terra,MODIS,44,6.0NRT,288.8,10.5,N
33.739,-98.909,305.4,1,1,2019-10-01,0435,Terra,MODIS,60,6.0NRT,294.3,4.7,N
31.852,-101.805,302.8,1.4,1.2,2019-10-01,0435,Terra,MODIS,52,6.0NRT,291,6,N
31.348,-96.168,307,1,1,2019-10-01,0435,Terra,MODIS,65,6.0NRT,296,5.7,N
32.13,-93.393,310.8,1.3,1.1,2019-10-01,0435,Terra,MODIS,81,6.0NRT,295.7,13.3,N
32.129,-93.407,308.3,1.3,1.1,2019-10-01,0435,Terra,MODIS,74,6.0NRT,295.2,10.6,N
31.98,-102.63,318.9,1.6,1.2,2019-10-01,0435,Terra,MODIS,98,6.0NRT,290.7,31,N
38.622,-88.237,308.5,3.3,1.7,2019-10-01,0440,Terra,MODIS,75,6.0NRT,292,48.1,N
38.437,-106.004,300.2,1.8,1.3,2019-10-01,0440,Terra,MODIS,13,6.0NRT,282.3,14.8,N
46.246,-121.341,310.5,1.4,1.2,2019-10-01,0620,Terra,MODIS,80,6.0NRT,270,23.2,N
41.455,-81.675,302.2,1.3,1.1,2019-10-01,0715,Aqua,MODIS,47,6.0NRT,291.7,6,N
41.127,-85.342,302.2,2,1.4,2019-10-01,0715,Aqua,MODIS,47,6.0NRT,289.7,15.1,N
34.666,-80.587,301.8,1,1,2019-10-01,0715,Aqua,MODIS,44,6.0NRT,291.6,4.4,N
41.465,-81.673,303.2,1.3,1.1,2019-10-01,0715,Aqua,MODIS,54,6.0NRT,292,6.8,N
34.008,-86.101,308.4,1.8,1.3,2019-10-01,0715,Aqua,MODIS,74,6.0NRT,292.3,19.9,N
33.016,-79.887,302.1,1,1,2019-10-01,0715,Aqua,MODIS,46,6.0NRT,291.9,3.4,N
33.015,-79.877,302.1,1,1,2019-10-01,0715,Aqua,MODIS,47,6.0NRT,291.8,3.5,N
38.418,-106.011,309.9,1.1,1.1,2019-10-01,0850,Aqua,MODIS,78,6.0NRT,279.1,15.6,N
38.413,-106.006,306.7,1.1,1.1,2019-10-01,0850,Aqua,MODIS,69,6.0NRT,279.5,13.9,N
31.988,-102.628,318,1.1,1.1,2019-10-01,0855,Aqua,MODIS,96,6.0NRT,289.6,18.7,N
33.421,-110.855,308.4,1.8,1.3,2019-10-01,0855,Aqua,MODIS,74,6.0NRT,287.7,24.5,N
41.938,-80.432,310.4,1.3,1.1,2019-10-01,1635,Terra,MODIS,63,6.0NRT,295.9,7.9,D
35.676,-84.418,318.4,1.1,1.1,2019-10-01,1640,Terra,MODIS,59,6.0NRT,301.6,6.9,D
34.853,-80.295,318.7,1.9,1.4,2019-10-01,1640,Terra,MODIS,73,6.0NRT,289.8,31.4,D
34.846,-80.319,312,1.9,1.4,2019-10-01,1640,Terra,MODIS,31,6.0NRT,290.2,16.6,D
36.15,-87.936,315.1,1,1,2019-10-01,1640,Terra,MODIS,0,6.0NRT,301,6.1,D
36.335,-89.425,333.5,1.1,1.1,2019-10-01,1640,Terra,MODIS,84,6.0NRT,304.8,27.7,D
36.333,-89.413,326.1,1.1,1.1,2019-10-01,1640,Terra,MODIS,74,6.0NRT,303.5,16,D
36.325,-89.427,383.4,1.1,1.1,2019-10-01,1640,Terra,MODIS,100,6.0NRT,307.8,186.2,D
36.324,-89.415,357.8,1.1,1.1,2019-10-01,1640,Terra,MODIS,99,6.0NRT,304.7,82.3,D
36.322,-89.434,325,1.1,1.1,2019-10-01,1640,Terra,MODIS,60,6.0NRT,303.6,15.1,D
36.32,-89.422,355.4,1.1,1.1,2019-10-01,1640,Terra,MODIS,85,6.0NRT,304.8,77,D
36.351,-90.502,331.6,1.2,1.1,2019-10-01,1640,Terra,MODIS,83,6.0NRT,302.5,28.2,D
35.013,-82.359,309.8,1.4,1.2,2019-10-01,1640,Terra,MODIS,57,6.0NRT,294.6,6.5,D
35.319,-84.558,317.3,1.1,1.1,2019-10-01,1640,Terra,MODIS,70,6.0NRT,300,7.1,D
35.796,-88.236,320.8,1,1,2019-10-01,1640,Terra,MODIS,68,6.0NRT,300.1,11.9,D
35.794,-88.224,320.7,1,1,2019-10-01,1640,Terra,MODIS,64,6.0NRT,300.7,11.2,D
35.747,-88.554,316.1,1,1,2019-10-01,1640,Terra,MODIS,42,6.0NRT,299.9,6.9,D
35.738,-88.556,315.7,1,1,2019-10-01,1640,Terra,MODIS,26,6.0NRT,300.8,6.2,D
35.851,-90.577,328.7,1.2,1.1,2019-10-01,1640,Terra,MODIS,80,6.0NRT,302.7,23.8,D
35.85,-90.563,319.2,1.2,1.1,2019-10-01,1640,Terra,MODIS,67,6.0NRT,302.2,9.5,D
35.743,-90.18,319.8,1.2,1.1,2019-10-01,1640,Terra,MODIS,51,6.0NRT,303.1,7.2,D
34.83,-84.759,317.6,1.1,1.1,2019-10-01,1640,Terra,MODIS,67,6.0NRT,301,7.6,D
35.469,-89.228,322.1,1.1,1,2019-10-01,1640,Terra,MODIS,70,6.0NRT,303.3,11.2,D
34.315,-86.083,325.4,1,1,2019-10-01,1640,Terra,MODIS,75,6.0NRT,303,12.3,D
33.695,-83.195,367.7,1.4,1.2,2019-10-01,1640,Terra,MODIS,100,6.0NRT,297.2,162.4,D
33.693,-83.181,382.5,1.4,1.2,2019-10-01,1640,Terra,MODIS,100,6.0NRT,298.4,250.4,D
33.697,-83.186,336.6,1.4,1.2,2019-10-01,1640,Terra,MODIS,88,6.0NRT,295.5,49.7,D
33.687,-83.188,398.8,1.4,1.2,2019-10-01,1640,Terra,MODIS,100,6.0NRT,297.9,382.2,D
34.005,-86.109,327.2,1,1,2019-10-01,1640,Terra,MODIS,78,6.0NRT,301.1,17.9,D
34.598,-90.395,339.1,1.2,1.1,2019-10-01,1640,Terra,MODIS,88,6.0NRT,306.6,35.5,D
33.621,-85.973,316,1.1,1,2019-10-01,1640,Terra,MODIS,31,6.0NRT,297.5,6.6,D
34.254,-90.743,320.4,1.2,1.1,2019-10-01,1640,Terra,MODIS,55,6.0NRT,306.9,13.8,D
33.929,-92.273,316.6,1.4,1.2,2019-10-01,1640,Terra,MODIS,58,6.0NRT,299.8,14.8,D
33.918,-92.274,328.5,1.4,1.2,2019-10-01,1640,Terra,MODIS,79,6.0NRT,300.7,35.5,D
33.696,-90.51,335.6,1.2,1.1,2019-10-01,1640,Terra,MODIS,80,6.0NRT,306.9,26.1,D
33.694,-90.498,327.6,1.2,1.1,2019-10-01,1640,Terra,MODIS,63,6.0NRT,307.2,12.8,D
32.91,-85.131,317.4,1.1,1.1,2019-10-01,1640,Terra,MODIS,63,6.0NRT,302.3,9.2,D
33.686,-90.512,333.2,1.2,1.1,2019-10-01,1640,Terra,MODIS,63,6.0NRT,308.2,21.8,D
33.685,-90.499,326.1,1.2,1.1,2019-10-01,1640,Terra,MODIS,63,6.0NRT,307.5,10.5,D
32.929,-85.3,316.6,1.1,1.1,2019-10-01,1640,Terra,MODIS,48,6.0NRT,301.7,9.1,D
33.807,-93.778,321.4,1.8,1.3,2019-10-01,1640,Terra,MODIS,73,6.0NRT,300.3,27.4,D
33.118,-88.386,352,1,1,2019-10-01,1640,Terra,MODIS,96,6.0NRT,306.8,53.3,D
32.354,-83.828,347.4,1.3,1.1,2019-10-01,1640,Terra,MODIS,94,6.0NRT,299.5,75,D
32.352,-83.814,324.3,1.3,1.1,2019-10-01,1640,Terra,MODIS,76,6.0NRT,298.9,21,D
33.411,-93.684,349,1.7,1.3,2019-10-01,1640,Terra,MODIS,94,6.0NRT,303.8,113.7,D
33.409,-93.665,327,1.7,1.3,2019-10-01,1640,Terra,MODIS,79,6.0NRT,302.1,35.5,D
33.415,-93.69,332.5,1.7,1.3,2019-10-01,1640,Terra,MODIS,79,6.0NRT,303.4,49.1,D
33.413,-93.671,328.9,1.7,1.3,2019-10-01,1640,Terra,MODIS,76,6.0NRT,303,40.1,D
33.401,-93.673,328.5,1.7,1.3,2019-10-01,1640,Terra,MODIS,70,6.0NRT,303,41.4,D
32.962,-89.874,320.1,1.1,1,2019-10-01,1640,Terra,MODIS,51,6.0NRT,306.6,10.7,D
32.31,-87.345,343.8,1,1,2019-10-01,1640,Terra,MODIS,91,6.0NRT,302.7,39.2,D
32.308,-87.334,320.2,1,1,2019-10-01,1640,Terra,MODIS,65,6.0NRT,301.6,6.9,D
32.986,-94.45,347.2,1.9,1.4,2019-10-01,1640,Terra,MODIS,94,6.0NRT,299.3,133.2,D
32.984,-94.43,340.6,1.9,1.4,2019-10-01,1640,Terra,MODIS,90,6.0NRT,299.5,100.6,D
32.583,-91.311,333,1.2,1.1,2019-10-01,1640,Terra,MODIS,83,6.0NRT,304.5,22.8,D
32.581,-91.298,326.5,1.2,1.1,2019-10-01,1640,Terra,MODIS,77,6.0NRT,305.1,11.6,D
32.42,-91.829,337.1,1.3,1.1,2019-10-01,1640,Terra,MODIS,87,6.0NRT,305,37.1,D
32.418,-91.815,348.2,1.3,1.1,2019-10-01,1640,Terra,MODIS,94,6.0NRT,305.6,67.3,D
31.044,-83.898,322.1,1.4,1.2,2019-10-01,1640,Terra,MODIS,73,6.0NRT,296.8,20,D
31.038,-83.906,319.5,1.4,1.2,2019-10-01,1640,Terra,MODIS,61,6.0NRT,296.9,14.3,D
31.231,-86.654,317.6,1.1,1,2019-10-01,1640,Terra,MODIS,58,6.0NRT,302.2,8,D
31.605,-89.356,318.1,1,1,2019-10-01,1640,Terra,MODIS,65,6.0NRT,303.5,7.1,D
31.467,-89.693,319.1,1,1,2019-10-01,1640,Terra,MODIS,67,6.0NRT,305.5,9.9,D
31.341,-88.982,315.7,1,1,2019-10-01,1640,Terra,MODIS,54,6.0NRT,300.5,5.8,D
31.151,-87.99,321.8,1,1,2019-10-01,1640,Terra,MODIS,69,6.0NRT,304,11.3,D
31.149,-87.979,317,1,1,2019-10-01,1640,Terra,MODIS,28,6.0NRT,301.5,7.2,D
31.253,-89.07,328,1,1,2019-10-01,1640,Terra,MODIS,79,6.0NRT,301.1,18.8,D
30.942,-88.011,323.5,1,1,2019-10-01,1640,Terra,MODIS,74,6.0NRT,302.5,13.2,D
30.822,-90.365,324.7,1.1,1,2019-10-01,1640,Terra,MODIS,75,6.0NRT,302.3,15.7,D
30.823,-90.737,314.2,1.1,1.1,2019-10-01,1640,Terra,MODIS,49,6.0NRT,301.2,6.2,D
30.85,-91.786,324.5,1.2,1.1,2019-10-01,1640,Terra,MODIS,66,6.0NRT,303.1,16.3,D
30.849,-91.773,331.5,1.2,1.1,2019-10-01,1640,Terra,MODIS,78,6.0NRT,303,27.3,D
30.793,-93.752,312,1.6,1.3,2019-10-01,1640,Terra,MODIS,46,6.0NRT,299,10,D
30.791,-93.735,332.7,1.6,1.3,2019-10-01,1640,Terra,MODIS,84,6.0NRT,298.9,54,D
30.574,-91.769,317.9,1.2,1.1,2019-10-01,1640,Terra,MODIS,18,6.0NRT,305.1,11,D
30.792,-93.742,327.9,1.6,1.3,2019-10-01,1640,Terra,MODIS,80,6.0NRT,299.2,41.2,D
30.79,-93.725,312.8,1.6,1.3,2019-10-01,1640,Terra,MODIS,51,6.0NRT,298,11.6,D
30.468,-91.249,355.1,1.2,1.1,2019-10-01,1640,Terra,MODIS,97,6.0NRT,305.1,79.4,D
30.298,-91.845,329,1.2,1.1,2019-10-01,1640,Terra,MODIS,81,6.0NRT,303.3,24.8,D
30.297,-91.832,318.7,1.2,1.1,2019-10-01,1640,Terra,MODIS,68,6.0NRT,303.1,9.7,D
30.298,-91.851,317,1.2,1.1,2019-10-01,1640,Terra,MODIS,53,6.0NRT,302.4,7.5,D
30.296,-91.838,327.9,1.2,1.1,2019-10-01,1640,Terra,MODIS,80,6.0NRT,303.6,23.3,D
29.999,-90.393,316.5,1.1,1,2019-10-01,1640,Terra,MODIS,28,6.0NRT,302.5,7.3,D
29.832,-90.809,318.9,1.1,1,2019-10-01,1640,Terra,MODIS,35,6.0NRT,301.4,8.8,D
26.716,-81.033,325.9,2.7,1.6,2019-10-01,1640,Terra,MODIS,81,6.0NRT,294.3,76.8,D
36.559,-89.681,333.2,1.2,1.1,2019-10-01,1640,Terra,MODIS,84,6.0NRT,304.8,27.1,D
40.276,-83.502,315.7,1.1,1,2019-10-01,1640,Terra,MODIS,65,6.0NRT,300.5,8.6,D
37.931,-76.761,338.9,2.7,1.6,2019-10-01,1640,Terra,MODIS,85,6.0NRT,293.6,156,D
37.924,-76.731,356.8,2.7,1.6,2019-10-01,1640,Terra,MODIS,98,6.0NRT,294.3,311.8,D
39.111,-82.99,313.7,1.1,1.1,2019-10-01,1640,Terra,MODIS,37,6.0NRT,299.7,5.4,D
37.535,-77.747,332.7,2.4,1.5,2019-10-01,1640,Terra,MODIS,87,6.0NRT,294.5,96.3,D
37.539,-77.75,315.1,2.4,1.5,2019-10-01,1640,Terra,MODIS,69,6.0NRT,294.4,29.8,D
37.526,-77.755,318,2.4,1.5,2019-10-01,1640,Terra,MODIS,74,6.0NRT,294,39.4,D
37.52,-77.729,308.7,2.4,1.5,2019-10-01,1640,Terra,MODIS,16,6.0NRT,293.9,12.9,D
38.617,-88.225,320.1,1.1,1,2019-10-01,1640,Terra,MODIS,69,6.0NRT,303.5,10.1,D
37.737,-88.251,320.7,1.1,1,2019-10-01,1640,Terra,MODIS,42,6.0NRT,301.7,8.3,D
36.276,-80.165,314.2,1.8,1.3,2019-10-01,1640,Terra,MODIS,66,6.0NRT,296,14.1,D
36.27,-80.173,313.5,1.8,1.3,2019-10-01,1640,Terra,MODIS,65,6.0NRT,295.9,14.8,D
35.411,-79.383,333.6,2.1,1.4,2019-10-01,1640,Terra,MODIS,86,6.0NRT,294.3,85.8,D
35.407,-79.36,340.5,2.1,1.4,2019-10-01,1640,Terra,MODIS,91,6.0NRT,291.8,118.9,D
35.399,-79.387,312.5,2.1,1.4,2019-10-01,1640,Terra,MODIS,62,6.0NRT,292.7,20.4,D
37.042,-89.404,322.4,1.1,1.1,2019-10-01,1640,Terra,MODIS,58,6.0NRT,304.3,13.9,D
36.857,-89.793,321.2,1.2,1.1,2019-10-01,1640,Terra,MODIS,70,6.0NRT,304.1,9.9,D
36.856,-89.78,321.3,1.2,1.1,2019-10-01,1640,Terra,MODIS,71,6.0NRT,304.4,10.3,D
34.564,-77.47,321.6,3,1.6,2019-10-01,1640,Terra,MODIS,77,6.0NRT,293,72.4,D
34.557,-77.439,317.7,3,1.6,2019-10-01,1640,Terra,MODIS,72,6.0NRT,293.5,55.3,D
34.564,-77.477,315.2,3,1.6,2019-10-01,1640,Terra,MODIS,64,6.0NRT,292.6,44.4,D
34.557,-77.446,323.2,3,1.6,2019-10-01,1640,Terra,MODIS,79,6.0NRT,293.7,82.2,D
36.841,-91.823,324.7,1.5,1.2,2019-10-01,1640,Terra,MODIS,77,6.0NRT,301.3,27.4,D
36.84,-91.806,322.9,1.5,1.2,2019-10-01,1640,Terra,MODIS,75,6.0NRT,300.7,23.9,D
36.569,-89.679,330.9,1.2,1.1,2019-10-01,1640,Terra,MODIS,82,6.0NRT,304.9,23.2,D
36.567,-89.666,319.4,1.2,1.1,2019-10-01,1640,Terra,MODIS,66,6.0NRT,303.7,7.6,D
48.816,-116.103,307.9,2,1.4,2019-10-01,1815,Terra,MODIS,66,6.0NRT,276.4,33.4,D
47.846,-113.768,300,1.5,1.2,2019-10-01,1815,Terra,MODIS,20,6.0NRT,276.4,12.8,D
47.844,-113.777,308,1.5,1.2,2019-10-01,1815,Terra,MODIS,66,6.0NRT,277.2,22.2,D
47.966,-115.917,312.3,1.9,1.3,2019-10-01,1815,Terra,MODIS,68,6.0NRT,274.1,37.6,D
47.805,-115.539,306.3,1.8,1.3,2019-10-01,1815,Terra,MODIS,55,6.0NRT,281.2,23.6,D
47.857,-116.764,325.3,2.1,1.4,2019-10-01,1815,Terra,MODIS,84,6.0NRT,282,77.9,D
47.855,-116.735,339.2,2.1,1.4,2019-10-01,1815,Terra,MODIS,91,6.0NRT,279.9,133.6,D
47.645,-116.666,302.7,2.1,1.4,2019-10-01,1815,Terra,MODIS,46,6.0NRT,280.2,22.1,D
47.134,-113.479,300.3,1.4,1.2,2019-10-01,1815,Terra,MODIS,32,6.0NRT,276.9,12,D
47.052,-113.354,320.8,1.4,1.2,2019-10-01,1815,Terra,MODIS,80,6.0NRT,274.8,35.2,D
47.05,-113.336,333.6,1.4,1.2,2019-10-01,1815,Terra,MODIS,89,6.0NRT,277.4,59,D
47.042,-113.357,367.2,1.4,1.2,2019-10-01,1815,Terra,MODIS,100,6.0NRT,284,174.9,D
47.04,-113.339,328.2,1.4,1.2,2019-10-01,1815,Terra,MODIS,86,6.0NRT,281.9,45.2,D
43.959,-118.488,307.5,2.4,1.5,2019-10-01,1815,Terra,MODIS,0,6.0NRT,278.6,34,D
42.683,-111.597,317.9,1.1,1,2019-10-01,1815,Terra,MODIS,64,6.0NRT,286.8,17.2,D
42.681,-111.584,317,1.1,1,2019-10-01,1815,Terra,MODIS,77,6.0NRT,288.1,16.4,D
41.789,-111.722,317.2,1.1,1,2019-10-01,1815,Terra,MODIS,77,6.0NRT,282.2,17.3,D
38.409,-106.021,324.8,1.4,1.2,2019-10-01,1815,Terra,MODIS,80,6.0NRT,295.8,31.4,D
38.406,-106.006,328.8,1.4,1.2,2019-10-01,1815,Terra,MODIS,83,6.0NRT,295,41.1,D
37.928,-76.748,318.9,1,1,2019-10-01,1815,Aqua,MODIS,62,6.0NRT,299.8,9.5,D
36.524,-89.29,337.2,4,1.9,2019-10-01,1815,Aqua,MODIS,88,6.0NRT,291,249.3,D
36.54,-89.253,314,4,1.9,2019-10-01,1815,Aqua,MODIS,35,6.0NRT,293.3,46.8,D
36.529,-89.296,329.4,4,1.9,2019-10-01,1815,Aqua,MODIS,83,6.0NRT,289.2,167,D
36.373,-90.464,317.6,4.7,2,2019-10-01,1815,Aqua,MODIS,69,6.0NRT,295.1,85.7,D
36.372,-90.468,316.8,4.7,2,2019-10-01,1815,Aqua,MODIS,67,6.0NRT,295.1,78,D
47.848,-113.79,300.7,1.5,1.2,2019-10-01,1815,Terra,MODIS,40,6.0NRT,277.9,13,D
27.808,-81.163,341.3,2,1.4,2019-10-01,1815,Aqua,MODIS,86,6.0NRT,298.5,105.2,D
31.984,-81.576,316.6,1.7,1.3,2019-10-01,1815,Aqua,MODIS,55,6.0NRT,296.6,17,D
31.955,-84.743,311.5,2.7,1.6,2019-10-01,1815,Aqua,MODIS,45,6.0NRT,291.9,22.5,D
33.644,-80.961,312.5,1.4,1.2,2019-10-01,1815,Aqua,MODIS,40,6.0NRT,295.4,10.2,D
34.56,-77.453,317.1,1,1,2019-10-01,1815,Aqua,MODIS,68,6.0NRT,299.8,8.7,D
34.558,-77.463,328.8,1,1,2019-10-01,1815,Aqua,MODIS,82,6.0NRT,300.8,21.3,D
33.689,-83.176,323,2,1.4,2019-10-01,1815,Aqua,MODIS,66,6.0NRT,292.8,44.3,D
33.685,-83.197,340.7,2,1.4,2019-10-01,1815,Aqua,MODIS,90,6.0NRT,295.7,107.9,D
33.681,-83.181,319.5,2,1.4,2019-10-01,1815,Aqua,MODIS,64,6.0NRT,295.3,36.4,D
34.457,-79.082,319.9,1.1,1.1,2019-10-01,1815,Aqua,MODIS,73,6.0NRT,300,12,D
33.693,-83.184,327.4,2,1.4,2019-10-01,1815,Aqua,MODIS,77,6.0NRT,290.7,56.3,D
33.688,-83.205,320.8,2,1.4,2019-10-01,1815,Aqua,MODIS,60,6.0NRT,291.4,38.4,D
34.466,-79.085,321.5,1.1,1.1,2019-10-01,1815,Aqua,MODIS,75,6.0NRT,298.5,14.1,D
34.055,-81.584,315.1,1.5,1.2,2019-10-01,1815,Aqua,MODIS,63,6.0NRT,294.5,16.4,D
35.136,-77.969,321.8,1,1,2019-10-01,1815,Aqua,MODIS,74,6.0NRT,298.6,12.8,D
35.303,-77.117,337.3,1,1,2019-10-01,1815,Aqua,MODIS,83,6.0NRT,296.8,32.9,D
35.301,-77.128,355.9,1,1,2019-10-01,1815,Aqua,MODIS,85,6.0NRT,298.1,69.4,D
35.312,-77.119,319.1,1,1,2019-10-01,1815,Aqua,MODIS,70,6.0NRT,297.4,11.2,D
35.31,-77.13,333.5,1,1,2019-10-01,1815,Aqua,MODIS,85,6.0NRT,299.4,27.5,D
34.845,-80.306,331.3,1.3,1.1,2019-10-01,1815,Aqua,MODIS,84,6.0NRT,293,34.4,D
35.785,-76.183,318.8,1,1,2019-10-01,1815,Aqua,MODIS,50,6.0NRT,303.2,7.2,D
36.127,-78.271,312.6,1,1,2019-10-01,1815,Aqua,MODIS,58,6.0NRT,297.9,5.9,D
36.272,-80.166,318.8,1.2,1.1,2019-10-01,1815,Aqua,MODIS,71,6.0NRT,299.9,11.1,D
36.27,-80.179,320.6,1.2,1.1,2019-10-01,1815,Aqua,MODIS,73,6.0NRT,298.5,13.6,D
37.528,-77.744,323.7,1,1,2019-10-01,1815,Aqua,MODIS,76,6.0NRT,299.7,15.2,D
37.526,-77.755,320,1,1,2019-10-01,1815,Aqua,MODIS,71,6.0NRT,299.9,11.2,D
37.537,-77.746,344,1,1,2019-10-01,1815,Aqua,MODIS,92,6.0NRT,300.8,43.6,D
37.919,-76.746,321.7,1,1,2019-10-01,1815,Aqua,MODIS,74,6.0NRT,300.1,12.7,D
37.683,-121.245,316,3,1.6,2019-10-01,1820,Terra,MODIS,74,6.0NRT,294.6,57.6,D
37.683,-121.251,315,3,1.6,2019-10-01,1820,Terra,MODIS,73,6.0NRT,294.6,53.2,D
32.186,-102.007,321.6,3.5,1.8,2019-10-01,1820,Terra,MODIS,78,6.0NRT,286.2,81.6,D
31.74,-101.78,315.4,3.8,1.8,2019-10-01,1820,Terra,MODIS,67,6.0NRT,293.4,31.4,D
31.733,-101.789,321.6,3.8,1.8,2019-10-01,1820,Terra,MODIS,78,6.0NRT,293.8,70.7,D
33.413,-110.868,322,1,1,2019-10-01,1820,Terra,MODIS,65,6.0NRT,307.5,10.1,D
32.998,-110.766,324.6,1.1,1,2019-10-01,1820,Terra,MODIS,69,6.0NRT,309.3,11.6,D
45.732,-123.447,300.2,2.3,1.5,2019-10-01,1955,Terra,MODIS,30,6.0NRT,283.1,20.1,D
47.3,-124.135,306.5,1.9,1.4,2019-10-01,1955,Terra,MODIS,64,6.0NRT,285.3,21.4,D
47.295,-124.111,307.2,1.9,1.4,2019-10-01,1955,Terra,MODIS,65,6.0NRT,285.1,22.6,D
47.297,-124.144,305,1.9,1.4,2019-10-01,1955,Terra,MODIS,60,6.0NRT,285,20.4,D
47.291,-124.12,334.1,1.9,1.4,2019-10-01,1955,Terra,MODIS,89,6.0NRT,286.3,94,D
46.25,-121.361,322.3,2.9,1.6,2019-10-01,1955,Terra,MODIS,82,6.0NRT,277.1,106.2,D
46.241,-121.325,305,2.9,1.6,2019-10-01,1955,Terra,MODIS,45,6.0NRT,279.4,41.1,D
46.249,-121.37,319.6,2.9,1.6,2019-10-01,1955,Terra,MODIS,79,6.0NRT,276.4,96.3,D
46.24,-121.334,315,2.9,1.6,2019-10-01,1955,Terra,MODIS,75,6.0NRT,279.2,76.9,D
45.728,-123.444,300.6,2.3,1.5,2019-10-01,1955,Terra,MODIS,40,6.0NRT,283,22.7,D
29.273,-96.411,323.8,1.2,1.1,2019-10-01,1955,Aqua,MODIS,73,6.0NRT,299.8,17.2,D
30.04,-95.379,323.3,1.5,1.2,2019-10-01,1955,Aqua,MODIS,73,6.0NRT,300,21.2,D
30.368,-94.635,346.7,1.6,1.3,2019-10-01,1955,Aqua,MODIS,93,6.0NRT,300.1,101.2,D
30.366,-94.652,334.9,1.6,1.3,2019-10-01,1955,Aqua,MODIS,86,6.0NRT,300.5,59.5,D
30.377,-94.653,316.3,1.6,1.3,2019-10-01,1955,Aqua,MODIS,61,6.0NRT,298.8,17,D
30.994,-92.321,326.9,2.4,1.5,2019-10-01,1955,Aqua,MODIS,80,6.0NRT,302.1,56.8,D
31.019,-92.349,322.3,2.4,1.5,2019-10-01,1955,Aqua,MODIS,73,6.0NRT,301.1,36.1,D
31.017,-92.374,340.7,2.4,1.5,2019-10-01,1955,Aqua,MODIS,90,6.0NRT,302.2,125.3,D
31.015,-92.356,333.3,2.4,1.5,2019-10-01,1955,Aqua,MODIS,85,6.0NRT,301.3,82.9,D
31.013,-92.381,330.7,2.4,1.5,2019-10-01,1955,Aqua,MODIS,83,6.0NRT,301.9,72.2,D
30.998,-94.936,339.2,1.6,1.2,2019-10-01,1955,Aqua,MODIS,88,6.0NRT,299.2,71.2,D
30.996,-94.953,315.4,1.6,1.2,2019-10-01,1955,Aqua,MODIS,34,6.0NRT,298.8,14.3,D
31.009,-94.938,315.7,1.6,1.2,2019-10-01,1955,Aqua,MODIS,46,6.0NRT,298.3,14.7,D
32.232,-92.063,322.2,2.6,1.5,2019-10-01,1955,Aqua,MODIS,62,6.0NRT,304.5,32.8,D
32.237,-92.068,322.9,2.6,1.5,2019-10-01,1955,Aqua,MODIS,68,6.0NRT,304.7,35.9,D
32.979,-94.441,315.7,1.8,1.3,2019-10-01,1955,Aqua,MODIS,53,6.0NRT,299.9,16.3,D
33.436,-93.682,343.2,2.1,1.4,2019-10-01,1955,Aqua,MODIS,91,6.0NRT,303.9,111.1,D
33.44,-93.668,321.3,2.1,1.4,2019-10-01,1955,Aqua,MODIS,68,6.0NRT,302.1,25.4,D
33.438,-93.69,338.8,2.1,1.4,2019-10-01,1955,Aqua,MODIS,83,6.0NRT,304,90.7,D
33.301,-96.229,337,1.4,1.2,2019-10-01,1955,Aqua,MODIS,86,6.0NRT,301,48,D
33.873,-91.217,322.9,3.1,1.7,2019-10-01,1955,Aqua,MODIS,71,6.0NRT,299.8,49.2,D
33.915,-92.273,338.2,2.6,1.6,2019-10-01,1955,Aqua,MODIS,88,6.0NRT,297.2,137.4,D
33.913,-92.301,324.2,2.6,1.6,2019-10-01,1955,Aqua,MODIS,75,6.0NRT,298.4,61.9,D
33.921,-92.281,342.3,2.6,1.6,2019-10-01,1955,Aqua,MODIS,91,6.0NRT,298.6,164.9,D
33.677,-95.987,317.1,1.5,1.2,2019-10-01,1955,Aqua,MODIS,58,6.0NRT,301.2,10.1,D
33.668,-95.991,316.7,1.5,1.2,2019-10-01,1955,Aqua,MODIS,59,6.0NRT,302.2,9.7,D
33.667,-96.007,318.1,1.5,1.2,2019-10-01,1955,Aqua,MODIS,63,6.0NRT,302,12.5,D
33.768,-95.197,332,1.7,1.3,2019-10-01,1955,Aqua,MODIS,83,6.0NRT,301.5,52.4,D
34.321,-90.978,333.2,3.2,1.7,2019-10-01,1955,Aqua,MODIS,80,6.0NRT,299.5,125.5,D
34.319,-91.013,335.3,3.2,1.7,2019-10-01,1955,Aqua,MODIS,65,6.0NRT,300.5,143.4,D
34.395,-90.279,320.8,3.6,1.8,2019-10-01,1955,Aqua,MODIS,71,6.0NRT,297.3,68.6,D
34.576,-91.88,323.4,2.8,1.6,2019-10-01,1955,Aqua,MODIS,76,6.0NRT,299.1,51.8,D
