,objectid,fod_id,fpa_id,fire_year,discovery_date,discovery_doy,stat_cause_code,stat_cause_descr,fire_size,fire_size_class,latitude,longitude,state,Month,Temp,WindSpd,WindGust,Humidity,Precipitation
1763044,1763045,300106000.0,SFO-2014TXLFDX538725,2014,2014-07-02,183,5,Debris Burning,1.0,B,29.4821843,-95.28870400000001,TX,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1756167,1756168,300098000.0,SFO-2014NYNYSNYS-2014-0040,2014,2014-04-18,108,5,Debris Burning,1.5,B,42.2616,-77.9638,NY,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1780419,1780420,300135000.0,SFO-2014MSMFC35055,2014,2014-08-26,238,9,Miscellaneous,7.0,B,30.73262981,-88.54592021,MS,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1744172,1744173,300084000.0,SFO-2014TXLFDX531058,2014,2014-06-20,171,2,Equipment Use,20.0,C,28.335813,-98.022079,TX,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1754149,1754150,300096000.0,SFO-2014NCNCSNCST-034-20140043,2014,2014-03-27,86,5,Debris Burning,2.0,B,36.20191472,-80.19480888,NC,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1739188,1739189,300077000.0,SFO-2014NY4040NY4040-2014-36,2014,2014-05-12,132,1,Lightning,0.1,A,42.0402,-75.5158,NY,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1759011,1759012,300102000.0,SFO-2014SCSCS15FF0084,2014,2014-08-27,239,5,Debris Burning,5.5,B,34.033885999999995,-80.22052,SC,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1746858,1746859,300087000.0,SFO-2014MSMFC34672,2014,2014-05-06,126,4,Campfire,5.0,B,31.09875103,-88.53691146,MS,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1754304,1754305,300096000.0,SFO-2014MSMFC10581,2014,2014-03-31,90,5,Debris Burning,1.0,B,32.77937906,-88.57197993,MS,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1735462,1735463,300026000.0,W-670215,2014,2014-07-25,206,9,Miscellaneous,0.1,A,43.2928,-100.6133,SD,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1772179,1772180,300118000.0,SFO-2014VAVAS BUH14025,2014,2014-04-24,114,7,Arson,579.0,E,37.32284167,-81.97774722,VA,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1769294,1769295,300114000.0,SFO-2014PAPAS11(14)1-032,2014,2014-04-12,102,7,Arson,2.0,B,41.5075,-75.87111,PA,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1738097,1738098,300075000.0,SFO-2014FLFLS2014180200,2014,2014-07-20,201,1,Lightning,160.0,D,26.1602,-80.4615,FL,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1761777,1761778,300105000.0,SFO-2014LADAF 97606,2014,2014-10-19,292,5,Debris Burning,0.25,A,30.544,-93.24600000000001,LA,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1781004,1781005,300136000.0,SFO-2014NY3605NY3605-2014-357,2014,2014-09-12,255,9,Miscellaneous,0.1,A,41.4884,-74.41199999999999,NY,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1878879,1878880,300340000.0,2014CAIRS24418814,2014,2014-03-07,66,11,Powerline,0.3,B,34.566666,-118.88333300000001,CA,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1756778,1756779,300099000.0,SFO-2014NCNCSNCST-020-20140042,2014,2014-04-26,116,5,Debris Burning,0.5,B,34.9944,-84.06383333,NC,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1753633,1753634,300095000.0,SFO-2014PAPAS18(14)1-011,2014,2014-03-23,82,5,Debris Burning,1.5,B,40.8875,-76.435,PA,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1754269,1754270,300096000.0,SFO-2014AR-ARSIZA21621325,2014,2014-03-30,89,5,Debris Burning,12.0,C,36.17091,-91.92264,AR,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1782686,1782687,300139000.0,SFO-2014ALAFC53338,2014,2014-12-15,349,9,Miscellaneous,2.0,B,31.145473,-85.544499,AL,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1749076,1749077,300090000.0,SFO-2014TNTNS14-W0007,2014,2014-01-22,22,5,Debris Burning,1.0,B,36.318333,-88.751933,TN,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1754818,1754819,300097000.0,SFO-2014NMNMSF14-20190311X,2014,2014-03-28,87,5,Debris Burning,207.0,D,34.5373,-106.7796,NM,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1771776,1771777,300117000.0,SFO-2014ALAFC53177,2014,2014-12-03,337,7,Arson,3.0,B,30.801009999999998,-88.413723,AL,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1774214,1774215,300121000.0,SFO-2014ALAFC50274,2014,2014-01-27,27,9,Miscellaneous,13.0,C,33.912663,-87.120769,AL,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1770488,1770489,300116000.0,SFO-2014CACDFCZU003641,2014,2014-06-11,162,7,Arson,1.0,B,36.8955,-121.798833,CA,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1740790,1740791,300079000.0,SFO-2014TXLFDX538070,2014,2014-09-01,244,11,Powerline,0.25,A,32.2391753,-95.19684000000001,TX,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1786147,1786148,300145000.0,SFO-2014TXLFDX524231,2014,2014-08-24,236,9,Miscellaneous,1.0,B,32.6515954,-94.9170184,TX,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1763635,1763636,300107000.0,SFO-2014TXLFDX546227,2014,2014-08-11,223,5,Debris Burning,1.0,B,33.523293,-97.25986,TX,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1781574,1781575,300137000.0,SFO-2014NJDEPA102801,2014,2014-10-28,301,9,Miscellaneous,0.25,A,41.0889,-74.6089,NJ,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1755458,1755459,300098000.0,SFO-2014GAGAS-FY2014-Fannin-043,2014,2014-04-10,100,5,Debris Burning,4.48,B,34.89025,-84.30566667,GA,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1735010,1735011,300025000.0,W-669851,2014,2014-07-13,194,1,Lightning,50900.0,G,44.99286,-121.25165,OR,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1787455,1787456,300148000.0,SFO-2014CACDFRRU061735,2014,2014-06-13,164,13,Missing/Undefined,0.1,A,33.642016999999996,-116.198617,CA,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1778829,1778830,300132000.0,SFO-2014CACDFCZU003754,2014,2014-06-15,166,9,Miscellaneous,0.1,A,37.1354,-121.97643300000001,CA,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1753385,1753386,300095000.0,SFO-2014MSMFC10436,2014,2014-03-21,80,5,Debris Burning,38.0,C,34.43661071,-89.25845598,MS,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1769021,1769022,300114000.0,SFO-2014NCNCSNCST-071-20140020,2014,2014-04-02,92,7,Arson,1.0,B,34.51853333,-78.1093,NC,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1772430,1772431,300118000.0,SFO-2014VAVAS STA14001,2014,2014-11-04,308,7,Arson,14.0,C,38.38770833,-77.53984444,VA,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1738980,1738981,300077000.0,SFO-2014ORODF20149521512015,2014,2014-09-01,244,1,Lightning,0.5,B,44.54833,-118.785,OR,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1739371,1739372,300077000.0,SFO-2014TXLFDX548658,2014,2014-08-16,228,1,Lightning,1.0,B,30.3392386,-103.95331390000001,TX,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1775363,1775364,300124000.0,SFO-2014NCNCSNCST-003-20140007,2014,2014-03-15,74,9,Miscellaneous,0.2,A,36.41718333,-81.25795,NC,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1740042,1740043,300078000.0,SFO-2014MIDNR-2014360005,2014,2014-06-01,152,11,Powerline,0.1,A,46.201244,-88.38972,MI,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1745523,1745524,300085000.0,SFO-2014TXLFDX500445,2014,2014-02-15,46,3,Smoking,0.5,B,28.301370000000002,-97.80664399999999,TX,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1750649,1750650,300092000.0,SFO-2014GAGAS-FY2014-Worth-007,2014,2014-02-20,51,5,Debris Burning,136.16,D,31.54222222,-83.89533333,GA,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1772566,1772567,300118000.0,SFO-2014ALAFC50249,2014,2014-01-26,26,8,Children,5.0,B,32.752137,-85.37883000000001,AL,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1783595,1783596,300140000.0,SFO-2014TXLFDX518237,2014,2014-06-14,165,9,Miscellaneous,1.0,B,33.986302,-98.13943,TX,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1745222,1745223,300085000.0,SFO-2014MO-MOS107202,2014,2014-07-02,183,3,Smoking,1.0,B,38.0413,-90.5673,MO,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1745039,1745040,300085000.0,SFO-2014NY6038NY6038-2014-261,2014,2014-05-24,144,3,Smoking,0.1,A,41.1649,-73.8648,NY,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1723723,1723724,300002000.0,FS-1521653,2014,2014-06-08,159,9,Miscellaneous,0.1,A,46.77666667,-112.60805556,MT,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1767248,1767249,300111000.0,SFO-2014NENFS19938,2014,2014-08-01,213,6,Railroad,0.1,A,41.93427,-103.0249,NE,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1769805,1769806,300115000.0,SFO-2014TNTNS14-C0347,2014,2014-04-26,116,7,Arson,41.5,C,35.4377,-85.47995,TN,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1785693,1785694,300145000.0,SFO-2014TXLFDX518093,2014,2014-03-12,71,9,Miscellaneous,0.1,A,32.9580254,-97.2711,TX,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1752799,1752800,300094000.0,SFO-2014NCNCSNCST-076-20140033,2014,2014-03-15,74,5,Debris Burning,0.3,B,35.80878333,-79.55006666,NC,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1744323,1744324,300084000.0,SFO-2014TXLFDX523226,2014,2014-08-19,231,2,Equipment Use,0.05,A,32.052797999999996,-94.29619100000001,TX,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1741569,1741570,300080000.0,SFO-2014SCSCS14NF0219,2014,2014-03-15,74,2,Equipment Use,0.5,B,33.990196000000005,-81.406921,SC,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1748006,1748007,300088000.0,SFO-2014KYKYS15920149009,2014,2014-03-27,86,4,Campfire,6.0,B,37.821651,-82.496948,KY,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1763995,1763996,300107000.0,SFO-2014TXLFDX510063,2014,2014-04-29,119,5,Debris Burning,0.5,B,31.715487,-96.136744,TX,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1724812,1724813,300003000.0,FS-1522187,2014,2014-06-14,165,1,Lightning,0.25,A,33.35694444,-105.71694444,NM,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1738553,1738554,300076000.0,SFO-2014ORODF20149820632015,2014,2014-08-12,224,1,Lightning,0.1,A,42.271390000000004,-120.51722,OR,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1735221,1735222,300026000.0,W-668694,2014,2014-07-03,184,10,Fireworks,0.1,A,44.07047,-99.58219,SD,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1730214,1730215,300012000.0,W-669021,2014,2014-05-16,136,12,Structure,0.3,B,39.7989,-123.2717,CA,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1765392,1765393,300109000.0,SFO-2014IAIAS14568,2014,2014-10-21,294,5,Debris Burning,30.0,C,41.542081,-90.958794,IA,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1788524,1788525,300149000.0,SFO-2014AZAZS-AZ-142147,2014,2014-10-25,298,13,Missing/Undefined,0.1,A,33.4969,-112.206,AZ,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1760139,1760140,300103000.0,SFO-2014MSMFC53102,2014,2014-11-04,308,5,Debris Burning,5.0,B,31.02382901,-90.56933351,MS,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1788218,1788219,300149000.0,SFO-2014CACDFNEU020319,2014,2014-08-31,243,13,Missing/Undefined,0.1,A,39.282496,-121.39194199999999,CA,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1780420,1780421,300135000.0,SFO-2014FLFLS2014020286,2014,2014-08-26,238,9,Miscellaneous,13.5,C,30.6946,-85.785,FL,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1748614,1748615,300089000.0,SFO-2014AR-ARSCOL1350474,2014,2014-01-18,18,5,Debris Burning,5.0,B,33.39036,-93.37645,AR,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1782237,1782238,300138000.0,SFO-2014NJDEPA112320,2014,2014-11-23,327,9,Miscellaneous,0.25,A,41.0578,-74.4575,NJ,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1754841,1754842,300097000.0,SFO-2014PAPAS08(14)1-068,2014,2014-04-02,92,5,Debris Burning,1.0,B,41.26889,-79.74749,PA,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1770995,1770996,300116000.0,SFO-2014GAGAS-FY2015-Tattnall-006,2014,2014-08-25,237,7,Arson,0.12,A,32.19527778,-82.15944444,GA,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1787178,1787179,300147000.0,SFO-2014CACDFRRU052302,2014,2014-05-19,139,13,Missing/Undefined,0.1,A,33.518617,-115.945017,CA,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1787661,1787662,300148000.0,SFO-2014CACDFCZU004143,2014,2014-07-01,182,13,Missing/Undefined,0.29,B,36.888155,-121.806633,CA,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1780485,1780486,300135000.0,SFO-2014ALAFC52453,2014,2014-08-28,240,9,Miscellaneous,1.0,B,32.431851,-85.426406,AL,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1754033,1754034,300096000.0,SFO-2014TNTNS14-C0230,2014,2014-03-27,86,5,Debris Burning,0.1,A,35.755,-86.04725,TN,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1724435,1724436,300003000.0,FS-1524244,2014,2014-08-11,223,1,Lightning,0.1,A,35.17638889,-108.25027778,NM,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1746320,1746321,300086000.0,SFO-2014MSMFC10143,2014,2014-03-10,69,4,Campfire,30.0,C,32.89335592,-89.37803921,MS,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1758885,1758886,300102000.0,SFO-2014AR-ARSMIL14566045,2014,2014-08-20,232,5,Debris Burning,10.0,C,33.36207,-93.87858,AR,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1723471,1723472,300002000.0,FS-1523398,2014,2014-08-08,220,1,Lightning,0.25,A,45.58444444,-114.28305556,MT,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1761422,1761423,300104000.0,SFO-2014NCNCSNCST-090-20140097,2014,2014-12-18,352,5,Debris Burning,0.5,B,35.04118333,-80.38748333,NC,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1760458,1760459,300103000.0,SFO-2014MSMFC53159,2014,2014-11-15,319,5,Debris Burning,15.0,C,31.76617958,-90.61760471,MS,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1735574,1735575,300027000.0,W-667811,2014,2014-05-23,143,1,Lightning,0.1,A,37.0586,-112.1519,UT,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1775028,1775029,300123000.0,SFO-2014MO-MOS95369,2014,2014-03-10,69,9,Miscellaneous,25.0,C,37.25,-93.5,MO,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1766394,1766395,300110000.0,SFO-2014TXLFDX520668,2014,2014-05-29,149,5,Debris Burning,1.0,B,32.563596999999994,-95.026889,TX,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1758082,1758083,300101000.0,SFO-2014GAGAS-FY2014-Tattnall-026,2014,2014-06-17,168,5,Debris Burning,0.11,A,32.00111111,-81.97805556,GA,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1788140,1788141,300148000.0,SFO-2014AZAZS-AZ-142228,2014,2014-08-18,230,13,Missing/Undefined,0.1,A,33.4951,-111.911,AZ,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1753899,1753900,300096000.0,SFO-2014GAGAS-FY2014-Randolph-008,2014,2014-03-26,85,5,Debris Burning,0.4,B,31.87552222,-84.74178056,GA,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1757443,1757444,300100000.0,SFO-2014NCNCSNCST-024-20140036,2014,2014-05-14,134,5,Debris Burning,50.0,C,34.31833333,-78.575,NC,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1761560,1761561,300105000.0,SFO-2014KYKYS19320149032,2014,2014-03-22,81,5,Debris Burning,25.0,C,37.358421,-83.12178,KY,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1758889,1758890,300102000.0,SFO-2014MSMFC10881,2014,2014-08-20,232,5,Debris Burning,2.0,B,33.11444757,-89.3992568,MS,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1779891,1779892,300134000.0,SFO-2014ALAFC52327,2014,2014-07-28,209,9,Miscellaneous,0.125,A,33.733475,-86.874765,AL,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1779226,1779227,300133000.0,SFO-2014NY2401NY2401-2014-590320,2014,2014-06-30,181,9,Miscellaneous,0.1,A,40.8673,-73.8293,NY,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1779608,1779609,300134000.0,SFO-2014CACDFNEU015985,2014,2014-07-15,196,9,Miscellaneous,0.1,A,39.2625,-120.145278,CA,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1770633,1770634,300116000.0,SFO-2014FLFLS2014010432,2014,2014-07-03,184,7,Arson,0.1,A,30.8608,-86.5623,FL,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1746668,1746669,300087000.0,SFO-2014KYKYS20520149006,2014,2014-04-11,101,4,Campfire,7.0,B,38.121552,-83.31012700000001,KY,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1762615,1762616,300106000.0,SFO-2014VAVAS APP14003,2014,2014-03-14,73,5,Debris Burning,2.0,B,37.39194444,-78.90916667,VA,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1756262,1756263,300099000.0,SFO-2014AR-ARSJAC3099110,2014,2014-04-19,109,5,Debris Burning,40.0,C,35.464,-91.49799999999999,AR,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1786055,1786056,300145000.0,SFO-2014TXLFDX548980,2014,2014-07-04,185,9,Miscellaneous,1.0,B,32.332392,-99.696486,TX,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1746216,1746217,300086000.0,SFO-2014MSMFC9872,2014,2014-02-22,53,4,Campfire,1.0,B,33.99678276,-88.94009625,MS,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1757873,1757874,300100000.0,SFO-2014WYWYS14091,2014,2014-06-02,153,5,Debris Burning,1.0,B,43.9555,-108.00266699999999,WY,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1765817,1765818,300109000.0,SFO-2014TXLFDX542473,2014,2014-01-13,13,5,Debris Burning,0.5,B,31.912547999999997,-94.702454,TX,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1751971,1751972,300093000.0,SFO-2014NCNCSNCST-020-20140013,2014,2014-03-10,69,5,Debris Burning,0.5,B,35.1052,-84.2913,NC,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1776484,1776485,300128000.0,SFO-2014MO-MOS104365,2014,2014-04-12,102,9,Miscellaneous,1.0,B,37.868,-90.803,MO,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1740169,1740170,300078000.0,SFO-2014ALAFC52396,2014,2014-08-16,228,11,Powerline,25.0,C,33.400965,-87.119223,AL,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1768137,1768138,300113000.0,SFO-2014WVDOF2014-33584,2014,2014-02-22,53,7,Arson,1.0,B,37.699325,-82.12029796,WV,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1768384,1768385,300113000.0,SFO-2014AR-ARSASH4369807,2014,2014-03-11,70,7,Arson,1.0,B,33.298159999999996,-91.60155,AR,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1730524,1730525,300013000.0,W-668579,2014,2014-06-14,165,1,Lightning,0.1,A,39.5703,-107.6047,CO,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1771249,1771250,300117000.0,SFO-2014ALAFC52654,2014,2014-10-07,280,7,Arson,0.1,A,31.159851,-85.900809,AL,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1747128,1747129,300087000.0,SFO-2014MSMFC10864,2014,2014-07-30,211,4,Campfire,1.0,B,34.88045153,-89.61388437,MS,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1733821,1733822,300023000.0,W-665049,2014,2014-01-20,20,5,Debris Burning,1.0,B,35.4872,-95.9972,OK,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1781866,1781867,300137000.0,SFO-2014ALAFC52905,2014,2014-11-09,313,9,Miscellaneous,24.0,C,33.238648,-85.47043000000001,AL,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1762977,1762978,300106000.0,SFO-2014TXLFDX494760,2014,2014-01-21,21,5,Debris Burning,1.0,B,33.366656,-94.09446820000001,TX,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1732882,1732883,300020000.0,W-665727,2014,2014-01-21,21,2,Equipment Use,0.1,A,32.5584,-103.710503,NM,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1728350,1728351,300007000.0,FS-1520344,2014,2014-03-10,69,5,Debris Burning,0.1,A,35.82361111,-82.08111111,NC,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1731691,1731692,300016000.0,W-676583,2014,2014-10-23,296,8,Children,0.3,B,47.873000000000005,-94.9853,MN,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1738726,1738727,300076000.0,SFO-2014ORODF20149740532015,2014,2014-08-18,230,1,Lightning,0.1,A,45.27528,-117.02833000000001,OR,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1787838,1787839,300148000.0,SFO-2014AZAZS-AZ-141114,2014,2014-07-15,196,13,Missing/Undefined,0.01,A,34.5835,-112.3021,AZ,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1777848,1777849,300131000.0,SFO-2014NY1415NY1415-2014-1691,2014,2014-06-23,174,9,Miscellaneous,0.1,A,41.6751,-73.8567,NY,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1779844,1779845,300134000.0,SFO-2014CACDFMMU013207,2014,2014-07-27,208,9,Miscellaneous,6.5,B,37.303792,-121.00839099999999,CA,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1778032,1778033,300131000.0,SFO-2014SCSCS14FF0815,2014,2014-05-14,134,9,Miscellaneous,1.0,B,33.99416,-80.399277,SC,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1748364,1748365,300089000.0,SFO-2014MSMFC33023,2014,2014-01-12,12,5,Debris Burning,3.0,B,30.57471572,-89.15301808,MS,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1727008,1727009,300005000.0,FS-1527843,2014,2014-08-14,226,1,Lightning,0.1,A,43.92333333,-118.79638889,OR,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1771202,1771203,300117000.0,SFO-2014WADNR811,2014,2014-09-20,263,7,Arson,0.01,A,47.6066,-117.0958,WA,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1779050,1779051,300133000.0,SFO-2014CACDFTUU000251,2014,2014-06-23,174,9,Miscellaneous,19.5,C,35.795617,-118.703167,CA,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1759691,1759692,300103000.0,SFO-2014GAGAS-FY2015-Lumpkin-008,2014,2014-10-22,295,5,Debris Burning,0.25,A,34.52686111,-84.11330556,GA,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1756974,1756975,300099000.0,SFO-2014MTCES000006,2014,2014-05-02,122,5,Debris Burning,1.5,B,46.4353,-112.0076,MT,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1723381,1723382,300001000.0,FS-1524283,2014,2014-08-01,213,9,Miscellaneous,0.08,A,44.6325,-84.13,MI,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1783689,1783690,300140000.0,SFO-2014TXLFDX518134,2014,2014-06-24,175,9,Miscellaneous,1.0,B,32.1109743,-98.5358825,TX,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1750101,1750102,300091000.0,SFO-2014AR-ARSCRA5494726,2014,2014-02-13,44,5,Debris Burning,4.0,B,35.51993,-94.25328,AR,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1726989,1726990,300005000.0,FS-1527842,2014,2014-09-23,266,1,Lightning,0.1,A,44.08583333,-118.84611111,OR,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1729603,1729604,300010000.0,W-666433,2014,2014-02-01,32,13,Missing/Undefined,0.1,A,31.9522,-111.7592,AZ,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1757706,1757707,300100000.0,SFO-2014CACDFMMU008873,2014,2014-05-25,145,5,Debris Burning,0.5,B,37.019867,-120.314567,CA,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1728517,1728518,300007000.0,FS-1520640,2014,2014-04-01,91,9,Miscellaneous,0.29,B,36.99361111,-90.60527778,MO,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1755091,1755092,300097000.0,SFO-2014NCNCSNCST-041-20140070,2014,2014-04-05,95,5,Debris Burning,0.1,A,36.01673333,-79.89078333,NC,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1775539,1775540,300125000.0,SFO-2014ALAFC50803,2014,2014-03-21,80,9,Miscellaneous,0.1,A,34.02049,-86.59536899999999,AL,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1737917,1737918,300075000.0,SFO-2014NMNMSF15-10090034X,2014,2014-07-11,192,1,Lightning,0.4,B,36.6101,-106.6427,NM,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1770932,1770933,300116000.0,SFO-2014NY3344NY3344-2014-1405039,2014,2014-05-11,131,7,Arson,0.43,B,43.0927,-75.2492,NY,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1745670,1745671,300086000.0,SFO-2014TXLFDX523089,2014,2014-08-09,221,3,Smoking,1.0,B,32.763038,-96.256371,TX,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1766875,1766876,300111000.0,SFO-2014TXLFDX499318,2014,2014-02-27,58,5,Debris Burning,0.5,B,32.871632399999996,-95.57109689,TX,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
1747364,1747365,300088000.0,SFO-2014ME_MES42304044,2014,2014-10-02,275,4,Campfire,0.2,A,44.308791,-69.6576,ME,0.0,BAD RESPONSE,0.0,0.0,0.0,0.0
